"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias","Valor Total Repassado","Valor Médio dos Benefícios"
"270130","CAJUEIRO","AL","01/2020","3389","583192.00","172.08"
"270130","CAJUEIRO","AL","08/2020","3624","23013","6.35"
"270130","CAJUEIRO","AL","10/2020","3618","86011","23.77"
"270130","CAJUEIRO","AL","06/2020","3624","22737","6.27"
"270130","CAJUEIRO","AL","02/2020","3386","585570","172.94"
"270135","CAMPESTRE","AL","04/2020","1379","8595","6.23"
"270135","CAMPESTRE","AL","03/2020","1375","268984","195.62"
"270135","CAMPESTRE","AL","01/2020","1408","271275.00","192.67"
"270135","CAMPESTRE","AL","08/2020","1381","5250","3.80"
"270135","CAMPESTRE","AL","10/2020","1382","35497","25.69"
"270135","CAMPESTRE","AL","02/2020","1408","271732","192.99"
"270135","CAMPESTRE","AL","06/2020","1381","8177","5.92"
"270135","CAMPESTRE","AL","12/2020","1382","40316","29.17"
"270135","CAMPESTRE","AL","11/2020","1382","38128","27.59"
"270135","CAMPESTRE","AL","09/2020","1382","31043","22.46"
"270135","CAMPESTRE","AL","07/2020","1381","6179","4.47"
"270135","CAMPESTRE","AL","05/2020","1381","9571","6.93"
"270140","CAMPO ALEGRE","AL","07/2020","5936","23205","3.91"
"270140","CAMPO ALEGRE","AL","05/2020","5936","26005","4.38"
"270140","CAMPO ALEGRE","AL","08/2020","5936","22418","3.78"
"270140","CAMPO ALEGRE","AL","04/2020","5932","29632","5.00"
"270140","CAMPO ALEGRE","AL","03/2020","5544","865494","156.11"
"270140","CAMPO ALEGRE","AL","06/2020","5936","22735","3.83"
"270140","CAMPO ALEGRE","AL","09/2020","5934","100096","16.87"
"270140","CAMPO ALEGRE","AL","10/2020","5934","105105","17.71"
"270140","CAMPO ALEGRE","AL","02/2020","5656","878355","155.30"
"270140","CAMPO ALEGRE","AL","12/2020","5934","122615","20.66"
"270140","CAMPO ALEGRE","AL","01/2020","5665","889893.00","157.09"
"270140","CAMPO ALEGRE","AL","11/2020","5934","116088","19.56"
"270150","CAMPO GRANDE","AL","11/2020","2245","92156","41.05"
"270150","CAMPO GRANDE","AL","04/2020","2238","9172","4.10"
"270150","CAMPO GRANDE","AL","08/2020","2245","8940","3.98"
"270150","CAMPO GRANDE","AL","12/2020","2245","94274","41.99"
"270150","CAMPO GRANDE","AL","03/2020","2224","626106","281.52"
"270150","CAMPO GRANDE","AL","06/2020","2245","9677","4.31"
"270150","CAMPO GRANDE","AL","01/2020","2268","633457.00","279.30"
"270150","CAMPO GRANDE","AL","07/2020","2245","9120","4.06"
"270150","CAMPO GRANDE","AL","02/2020","2269","632037","278.55"
"270150","CAMPO GRANDE","AL","09/2020","2245","82381","36.70"
"270150","CAMPO GRANDE","AL","05/2020","2245","11662","5.19"
"270150","CAMPO GRANDE","AL","10/2020","2245","88308","39.34"
"270160","CANAPI","AL","04/2020","4271","19056","4.46"
"270160","CANAPI","AL","11/2020","4275","293029","68.54"
"270160","CANAPI","AL","12/2020","4275","296794","69.43"
"270160","CANAPI","AL","10/2020","4275","288517","67.49"
"270160","CANAPI","AL","09/2020","4275","279061","65.28"
"270160","CANAPI","AL","08/2020","4284","17738","4.14"
"270160","CANAPI","AL","07/2020","4284","18160","4.24"
"270160","CANAPI","AL","06/2020","4284","18556","4.33"
"270160","CANAPI","AL","05/2020","4283","21563","5.03"
"270160","CANAPI","AL","03/2020","4248","1131609","266.39"
"270160","CANAPI","AL","02/2020","4311","1137228","263.80"
"270160","CANAPI","AL","01/2020","4304","1132338.00","263.09"
"270170","CAPELA","AL","06/2020","2204","9273","4.21"
"270170","CAPELA","AL","05/2020","2204","9492","4.31"
"270170","CAPELA","AL","02/2020","2122","424246","199.93"
"270170","CAPELA","AL","01/2020","2127","425032.00","199.83"
"270170","CAPELA","AL","11/2020","2201","80560","36.60"
"270170","CAPELA","AL","03/2020","2060","418016","202.92"
"270170","CAPELA","AL","09/2020","2201","67280","30.57"
"270170","CAPELA","AL","12/2020","2201","84151","38.23"
"270170","CAPELA","AL","07/2020","2204","9802","4.45"
"270170","CAPELA","AL","04/2020","2203","9834","4.46"
"270170","CAPELA","AL","10/2020","2201","68533","31.14"
"270170","CAPELA","AL","08/2020","2203","9713","4.41"
"270180","CARNEIROS","AL","08/2020","1664","6490","3.90"
"270180","CARNEIROS","AL","07/2020","1664","6492","3.90"
"270180","CARNEIROS","AL","06/2020","1664","6702","4.03"
"270180","CARNEIROS","AL","04/2020","1664","6881","4.14"
"270180","CARNEIROS","AL","11/2020","1664","95812","57.58"
"270180","CARNEIROS","AL","01/2020","1689","493517.00","292.19"
"270180","CARNEIROS","AL","03/2020","1669","489573","293.33"
"270180","CARNEIROS","AL","10/2020","1664","92373","55.51"
"270180","CARNEIROS","AL","05/2020","1664","6797","4.08"
"270180","CARNEIROS","AL","02/2020","1688","492943","292.03"
"270180","CARNEIROS","AL","12/2020","1664","100011","60.10"
"270180","CARNEIROS","AL","09/2020","1664","89405","53.73"
"270190","CHÃ PRETA","AL","08/2020","1239","6880","5.55"
"270190","CHÃ PRETA","AL","03/2020","1187","334685","281.96"
"270190","CHÃ PRETA","AL","10/2020","1239","82204","66.35"
"270190","CHÃ PRETA","AL","12/2020","1239","83940","67.75"
"270190","CHÃ PRETA","AL","11/2020","1239","83186","67.14"
"270190","CHÃ PRETA","AL","09/2020","1239","80288","64.80"
"270190","CHÃ PRETA","AL","06/2020","1239","6914","5.58"
"270190","CHÃ PRETA","AL","05/2020","1239","7805","6.30"
"270190","CHÃ PRETA","AL","04/2020","1236","7695","6.23"
"270190","CHÃ PRETA","AL","02/2020","1211","337104","278.37"
"270190","CHÃ PRETA","AL","01/2020","1214","336634.00","277.29"
"270190","CHÃ PRETA","AL","07/2020","1239","7148","5.77"
"270200","COITÉ DO NÓIA","AL","10/2020","1556","30962","19.90"
"270200","COITÉ DO NÓIA","AL","03/2020","1451","309468","213.28"
"270200","COITÉ DO NÓIA","AL","02/2020","1467","312128","212.77"
"270200","COITÉ DO NÓIA","AL","12/2020","1556","33506","21.53"
"270200","COITÉ DO NÓIA","AL","08/2020","1555","2807","1.81"
"270200","COITÉ DO NÓIA","AL","04/2020","1555","3833","2.46"
"270200","COITÉ DO NÓIA","AL","05/2020","1555","3293","2.12"
"270200","COITÉ DO NÓIA","AL","01/2020","1466","310954.00","212.11"
"270200","COITÉ DO NÓIA","AL","06/2020","1555","2896","1.86"
"270200","COITÉ DO NÓIA","AL","07/2020","1555","2896","1.86"
"270200","COITÉ DO NÓIA","AL","09/2020","1556","29105","18.71"
"270200","COITÉ DO NÓIA","AL","11/2020","1556","32795","21.08"
"270210","COLÔNIA LEOPOLDINA","AL","06/2020","4012","29559","7.37"
"270210","COLÔNIA LEOPOLDINA","AL","07/2020","4012","31303","7.80"
"270210","COLÔNIA LEOPOLDINA","AL","08/2020","4012","29915","7.46"
"270210","COLÔNIA LEOPOLDINA","AL","12/2020","4008","152357","38.01"
"270210","COLÔNIA LEOPOLDINA","AL","11/2020","4008","145735","36.36"
"270210","COLÔNIA LEOPOLDINA","AL","03/2020","3900","799918","205.11"
"270210","COLÔNIA LEOPOLDINA","AL","02/2020","4097","822210","200.69"
"270210","COLÔNIA LEOPOLDINA","AL","01/2020","4103","820503.00","199.98"
"270210","COLÔNIA LEOPOLDINA","AL","09/2020","4008","131862","32.90"
"270210","COLÔNIA LEOPOLDINA","AL","10/2020","4008","137889","34.40"
"270210","COLÔNIA LEOPOLDINA","AL","04/2020","3986","32120","8.06"
"270210","COLÔNIA LEOPOLDINA","AL","05/2020","4011","35130","8.76"
"270220","COQUEIRO SECO","AL","08/2020","759","2985","3.93"
"270220","COQUEIRO SECO","AL","11/2020","766","16275","21.25"
"270220","COQUEIRO SECO","AL","07/2020","759","3095","4.08"
"270220","COQUEIRO SECO","AL","03/2020","659","112159","170.20"
"270220","COQUEIRO SECO","AL","04/2020","754","3332","4.42"
"270220","COQUEIRO SECO","AL","02/2020","675","113351","167.93"
"270220","COQUEIRO SECO","AL","12/2020","766","17577","22.95"
"270220","COQUEIRO SECO","AL","09/2020","766","13716","17.91"
"270220","COQUEIRO SECO","AL","10/2020","766","14919","19.48"
"270220","COQUEIRO SECO","AL","06/2020","759","2965","3.91"
"270220","COQUEIRO SECO","AL","01/2020","676","113887.00","168.47"
"270220","COQUEIRO SECO","AL","05/2020","759","3414","4.50"
"270230","CORURIPE","AL","04/2020","5563","23935","4.30"
"270230","CORURIPE","AL","03/2020","4982","848861","170.39"
"270230","CORURIPE","AL","01/2020","5064","856464.00","169.13"
"270230","CORURIPE","AL","02/2020","5071","867777","171.13"
"270230","CORURIPE","AL","09/2020","5557","76720","13.81"
"270230","CORURIPE","AL","10/2020","5557","83848","15.09"
"270230","CORURIPE","AL","11/2020","5557","89247","16.06"
"270230","CORURIPE","AL","12/2020","5557","97874","17.61"
"270230","CORURIPE","AL","05/2020","5563","20574","3.70"
"270230","CORURIPE","AL","07/2020","5563","20344","3.66"
"270230","CORURIPE","AL","08/2020","5563","19387","3.48"
"270230","CORURIPE","AL","06/2020","5563","19459","3.50"
"270235","CRAÍBAS","AL","12/2020","3935","125410","31.87"
"270235","CRAÍBAS","AL","05/2020","3937","11324","2.88"
"270235","CRAÍBAS","AL","02/2020","3727","977425","262.26"
"270235","CRAÍBAS","AL","03/2020","3673","969649","263.99"
"270235","CRAÍBAS","AL","04/2020","3936","12815","3.26"
"270235","CRAÍBAS","AL","07/2020","3938","11198","2.84"
"270235","CRAÍBAS","AL","08/2020","3938","10770","2.73"
"270235","CRAÍBAS","AL","01/2020","3726","977810.00","262.43"
"270235","CRAÍBAS","AL","11/2020","3935","121084","30.77"
"270235","CRAÍBAS","AL","09/2020","3935","107981","27.44"
"270235","CRAÍBAS","AL","06/2020","3938","10993","2.79"
"270235","CRAÍBAS","AL","10/2020","3935","116675","29.65"
"270240","DELMIRO GOUVEIA","AL","06/2020","6325","26445","4.18"
"270240","DELMIRO GOUVEIA","AL","05/2020","6325","27381","4.33"
"270240","DELMIRO GOUVEIA","AL","04/2020","6326","30446","4.81"
"270240","DELMIRO GOUVEIA","AL","11/2020","6321","150322","23.78"
"270240","DELMIRO GOUVEIA","AL","01/2020","6026","1183297.00","196.37"
"270240","DELMIRO GOUVEIA","AL","10/2020","6321","141906","22.45"
"270240","DELMIRO GOUVEIA","AL","02/2020","6022","1183677","196.56"
"270240","DELMIRO GOUVEIA","AL","03/2020","5897","1166335","197.78"
"270240","DELMIRO GOUVEIA","AL","12/2020","6321","155101","24.54"
"270240","DELMIRO GOUVEIA","AL","08/2020","6325","24716","3.91"
"270240","DELMIRO GOUVEIA","AL","09/2020","6321","125584","19.87"
"270240","DELMIRO GOUVEIA","AL","07/2020","6325","25300","4.00"
"270250","DOIS RIACHOS","AL","07/2020","1874","5720","3.05"
"270250","DOIS RIACHOS","AL","08/2020","1874","5241","2.80"
"270250","DOIS RIACHOS","AL","02/2020","1773","271412","153.08"
"270250","DOIS RIACHOS","AL","12/2020","1872","27373","14.62"
"270250","DOIS RIACHOS","AL","04/2020","1870","5613","3.00"
"270250","DOIS RIACHOS","AL","03/2020","1749","269640","154.17"
"270250","DOIS RIACHOS","AL","05/2020","1874","5330","2.84"
"270250","DOIS RIACHOS","AL","06/2020","1874","5200","2.77"
"270250","DOIS RIACHOS","AL","11/2020","1872","26802","14.32"
"270250","DOIS RIACHOS","AL","09/2020","1872","25459","13.60"
"270250","DOIS RIACHOS","AL","10/2020","1872","26524","14.17"
"270250","DOIS RIACHOS","AL","01/2020","1777","273279.00","153.79"
"270255","ESTRELA DE ALAGOAS","AL","01/2020","2438","575589.00","236.09"
"270255","ESTRELA DE ALAGOAS","AL","07/2020","2602","4585","1.76"
"270255","ESTRELA DE ALAGOAS","AL","04/2020","2603","5142","1.98"
"270255","ESTRELA DE ALAGOAS","AL","12/2020","2596","68762","26.49"
"270255","ESTRELA DE ALAGOAS","AL","11/2020","2596","67086","25.84"
"270255","ESTRELA DE ALAGOAS","AL","10/2020","2596","64920","25.01"
"270255","ESTRELA DE ALAGOAS","AL","09/2020","2596","58372","22.49"
"270255","ESTRELA DE ALAGOAS","AL","08/2020","2602","4141","1.59"
"270255","ESTRELA DE ALAGOAS","AL","06/2020","2602","4582","1.76"
"270255","ESTRELA DE ALAGOAS","AL","05/2020","2602","4843","1.86"
"270255","ESTRELA DE ALAGOAS","AL","03/2020","2430","579948","238.66"
"270255","ESTRELA DE ALAGOAS","AL","02/2020","2438","576850","236.61"
"270260","FEIRA GRANDE","AL","05/2020","4358","9182","2.11"
"270260","FEIRA GRANDE","AL","12/2020","4354","96622","22.19"
"270260","FEIRA GRANDE","AL","10/2020","4354","91192","20.94"
"270260","FEIRA GRANDE","AL","09/2020","4354","89128","20.47"
"270260","FEIRA GRANDE","AL","06/2020","4358","8244","1.89"
"270260","FEIRA GRANDE","AL","01/2020","4128","846770.00","205.13"
"270260","FEIRA GRANDE","AL","07/2020","4358","8669","1.99"
"270260","FEIRA GRANDE","AL","08/2020","4358","8455","1.94"
"270260","FEIRA GRANDE","AL","02/2020","4122","844912","204.98"
"270260","FEIRA GRANDE","AL","03/2020","4074","841099","206.46"
"270260","FEIRA GRANDE","AL","04/2020","4358","10590","2.43"
"270260","FEIRA GRANDE","AL","11/2020","4354","94992","21.82"
"270270","FELIZ DESERTO","AL","03/2020","635","99153","156.15"
"270270","FELIZ DESERTO","AL","12/2020","696","7934","11.40"
"270270","FELIZ DESERTO","AL","11/2020","696","7975","11.46"
"270270","FELIZ DESERTO","AL","10/2020","696","7373","10.59"
"270270","FELIZ DESERTO","AL","09/2020","696","6661","9.57"
"270270","FELIZ DESERTO","AL","08/2020","696","1095","1.57"
"270270","FELIZ DESERTO","AL","07/2020","696","1095","1.57"
"270270","FELIZ DESERTO","AL","06/2020","696","1403","2.02"
"270270","FELIZ DESERTO","AL","05/2020","696","1875","2.69"
"270270","FELIZ DESERTO","AL","04/2020","695","3257","4.69"
"270270","FELIZ DESERTO","AL","02/2020","645","99758","154.66"
"270270","FELIZ DESERTO","AL","01/2020","645","100135.00","155.25"
"270280","FLEXEIRAS","AL","12/2020","2166","63801","29.46"
"270280","FLEXEIRAS","AL","11/2020","2166","60333","27.85"
"270280","FLEXEIRAS","AL","03/2020","2015","388261","192.69"
"270280","FLEXEIRAS","AL","04/2020","2171","14344","6.61"
"270280","FLEXEIRAS","AL","08/2020","2172","11921","5.49"
"270280","FLEXEIRAS","AL","06/2020","2172","11796","5.43"
"270280","FLEXEIRAS","AL","07/2020","2172","12041","5.54"
"270280","FLEXEIRAS","AL","10/2020","2166","56190","25.94"
"270280","FLEXEIRAS","AL","09/2020","2166","51648","23.84"
"270280","FLEXEIRAS","AL","05/2020","2172","13178","6.07"
"270280","FLEXEIRAS","AL","01/2020","2051","394498.00","192.34"
"270280","FLEXEIRAS","AL","02/2020","2047","391991","191.50"
"270290","GIRAU DO PONCIANO","AL","09/2020","5677","277935","48.96"
"270290","GIRAU DO PONCIANO","AL","05/2020","5681","23138","4.07"
"270290","GIRAU DO PONCIANO","AL","07/2020","5682","23104","4.07"
"270290","GIRAU DO PONCIANO","AL","12/2020","5677","295122","51.99"
"270290","GIRAU DO PONCIANO","AL","06/2020","5682","22997","4.05"
"270290","GIRAU DO PONCIANO","AL","04/2020","5670","22160","3.91"
"270290","GIRAU DO PONCIANO","AL","11/2020","5677","289532","51.00"
"270290","GIRAU DO PONCIANO","AL","08/2020","5682","23054","4.06"
"270290","GIRAU DO PONCIANO","AL","01/2020","5502","1515577.00","275.46"
"270290","GIRAU DO PONCIANO","AL","03/2020","5407","1504097","278.18"
"270290","GIRAU DO PONCIANO","AL","02/2020","5493","1515310","275.86"
"270290","GIRAU DO PONCIANO","AL","10/2020","5677","285452","50.28"
"270300","IBATEGUARA","AL","04/2020","2486","12023","4.84"
"270300","IBATEGUARA","AL","08/2020","2483","7396","2.98"
"270300","IBATEGUARA","AL","12/2020","2488","79451","31.93"
"270300","IBATEGUARA","AL","07/2020","2483","7837","3.16"
"270300","IBATEGUARA","AL","09/2020","2488","66132","26.58"
"270300","IBATEGUARA","AL","11/2020","2488","75951","30.53"
"270300","IBATEGUARA","AL","05/2020","2483","9880","3.98"
"270300","IBATEGUARA","AL","02/2020","2296","469462","204.47"
"270300","IBATEGUARA","AL","03/2020","2280","468076","205.30"
"270300","IBATEGUARA","AL","10/2020","2488","69007","27.74"
"270300","IBATEGUARA","AL","06/2020","2483","8255","3.32"
"270300","IBATEGUARA","AL","01/2020","2292","467064.00","203.78"
"270310","IGACI","AL","01/2020","4744","1205239.00","254.06"
"270310","IGACI","AL","02/2020","4740","1211263","255.54"
"270310","IGACI","AL","09/2020","4948","162436","32.83"
"270310","IGACI","AL","10/2020","4948","171875","34.74"
"270310","IGACI","AL","12/2020","4948","185166","37.42"
"270310","IGACI","AL","11/2020","4948","179025","36.18"
"270310","IGACI","AL","08/2020","4952","16806","3.39"
"270310","IGACI","AL","07/2020","4952","16807","3.39"
"270310","IGACI","AL","06/2020","4952","16618","3.36"
"270310","IGACI","AL","05/2020","4952","17361","3.51"
"270310","IGACI","AL","04/2020","4955","18655","3.76"
"270310","IGACI","AL","03/2020","4659","1195868","256.68"
"270320","IGREJA NOVA","AL","09/2020","3533","39248","11.11"
"270320","IGREJA NOVA","AL","10/2020","3533","42126","11.92"
"270320","IGREJA NOVA","AL","11/2020","3533","48242","13.65"
"270320","IGREJA NOVA","AL","12/2020","3533","66503","18.82"
"270320","IGREJA NOVA","AL","04/2020","3533","12065","3.41"
"270320","IGREJA NOVA","AL","01/2020","3283","525472.00","160.06"
"270320","IGREJA NOVA","AL","06/2020","3532","8683","2.46"
"270320","IGREJA NOVA","AL","03/2020","3182","514333","161.64"
"270320","IGREJA NOVA","AL","02/2020","3261","521977","160.07"
"270320","IGREJA NOVA","AL","05/2020","3532","8795","2.49"
"270320","IGREJA NOVA","AL","07/2020","3532","9887","2.80"
"270320","IGREJA NOVA","AL","08/2020","3532","9326","2.64"
"270330","INHAPI","AL","10/2020","2773","78517","28.31"
"270330","INHAPI","AL","07/2020","2776","7159","2.58"
"270330","INHAPI","AL","06/2020","2776","7070","2.55"
"270330","INHAPI","AL","12/2020","2773","86038","31.03"
"270330","INHAPI","AL","01/2020","2627","618058.00","235.27"
"270330","INHAPI","AL","02/2020","2627","615224","234.19"
"270330","INHAPI","AL","03/2020","2615","614676","235.06"
"270330","INHAPI","AL","04/2020","2774","7780","2.80"
"270330","INHAPI","AL","05/2020","2776","7355","2.65"
"270330","INHAPI","AL","08/2020","2776","7159","2.58"
"270330","INHAPI","AL","09/2020","2773","76461","27.57"
"270330","INHAPI","AL","11/2020","2773","82372","29.71"
"270340","JACARÉ DOS HOMENS","AL","09/2020","1098","38702","35.25"
"270340","JACARÉ DOS HOMENS","AL","01/2020","1108","206580.00","186.44"
"270340","JACARÉ DOS HOMENS","AL","02/2020","1108","205934","185.86"
"270340","JACARÉ DOS HOMENS","AL","03/2020","1099","205504","186.99"
"270340","JACARÉ DOS HOMENS","AL","04/2020","1100","4001","3.64"
"270340","JACARÉ DOS HOMENS","AL","05/2020","1100","3113","2.83"
"270340","JACARÉ DOS HOMENS","AL","06/2020","1100","2679","2.44"
"270340","JACARÉ DOS HOMENS","AL","07/2020","1100","2679","2.44"
"270340","JACARÉ DOS HOMENS","AL","08/2020","1100","2679","2.44"
"270340","JACARÉ DOS HOMENS","AL","10/2020","1098","39107","35.62"
"270340","JACARÉ DOS HOMENS","AL","11/2020","1098","39107","35.62"
"270340","JACARÉ DOS HOMENS","AL","12/2020","1098","39962","36.40"
"270350","JACUÍPE","AL","08/2020","1100","4430","4.03"
"270350","JACUÍPE","AL","01/2020","1041","163123.00","156.70"
"270350","JACUÍPE","AL","09/2020","1111","11399","10.26"
"270350","JACUÍPE","AL","03/2020","1013","160692","158.63"
"270350","JACUÍPE","AL","04/2020","1100","6437","5.85"
"270350","JACUÍPE","AL","02/2020","1040","162692","156.43"
"270350","JACUÍPE","AL","05/2020","1100","5100","4.64"
"270350","JACUÍPE","AL","10/2020","1111","11803","10.62"
"270350","JACUÍPE","AL","11/2020","1111","12116","10.91"
"270350","JACUÍPE","AL","12/2020","1111","12479","11.23"
"270350","JACUÍPE","AL","06/2020","1100","4649","4.23"
"270350","JACUÍPE","AL","07/2020","1100","4690","4.26"
"270360","JAPARATINGA","AL","01/2020","1862","364069.00","195.53"
"270360","JAPARATINGA","AL","10/2020","1847","71331","38.62"
"270360","JAPARATINGA","AL","03/2020","1797","357988","199.21"
"270360","JAPARATINGA","AL","12/2020","1847","74854","40.53"
"270360","JAPARATINGA","AL","05/2020","1845","23518","12.75"
"270360","JAPARATINGA","AL","09/2020","1847","58405","31.62"
